1.000,145.850
2.000,136.301
3.000,125.731
4.000,115.379
5.000,106.157
6.000,98.672
7.000,92.775
8.000,86.794
9.000,79.160
10.000,69.975
11.000,60.194
12.000,50.771
13.000,42.304
14.000,34.976
15.000,28.691
16.000,23.251
17.000,18.524
18.000,14.519
19.000,11.340
20.000,9.113
21.000,7.910
22.000,7.690
23.000,8.274
24.000,9.360
25.000,10.580
26.000,11.588
27.000,12.139
28.000,12.130
29.000,11.588
30.000,10.633
31.000,9.425
32.000,8.117
33.000,6.838
34.000,5.683
35.000,4.715
36.000,3.963
37.000,3.431
38.000,3.109
39.000,2.969
40.000,2.971
41.000,3.059
42.000,3.164
43.000,3.206
44.000,3.118
45.000,2.866
46.000,2.463
47.000,1.962
48.000,1.442
49.000,0.988
50.000,0.660
51.000,0.483
52.000,0.449
53.000,0.519
54.000,0.643
55.000,0.764
56.000,0.841
57.000,0.851
58.000,0.796
59.000,0.700
60.000,0.594
61.000,0.511
62.000,0.468
63.000,0.465
64.000,0.486
65.000,0.506
66.000,0.504
67.000,0.471
68.000,0.412
69.000,0.346
70.000,0.289
71.000,0.255
72.000,0.246
73.000,0.256
74.000,0.273
75.000,0.285
76.000,0.285
77.000,0.271
78.000,0.249
79.000,0.225
80.000,0.206
81.000,0.197
82.000,0.196
83.000,0.200
84.000,0.203
85.000,0.201
86.000,0.194
87.000,0.183
88.000,0.173
89.000,0.166
90.000,0.162
91.000,0.162
92.000,0.161
93.000,0.159
94.000,0.154
95.000,0.148
96.000,0.143
97.000,0.139
98.000,0.136
99.000,0.136
100.000,0.135
101.000,0.133
102.000,0.130
103.000,0.125
104.000,0.120
105.000,0.116
106.000,0.112
107.000,0.110
108.000,0.109
109.000,0.108
110.000,0.106
111.000,0.105
112.000,0.104
113.000,0.103
114.000,0.103
115.000,0.103
116.000,0.102
117.000,0.101
118.000,0.099
119.000,0.097
120.000,0.095
121.000,0.094
122.000,0.092
123.000,0.091
124.000,0.089
125.000,0.088
126.000,0.087
127.000,0.087
128.000,0.086
129.000,0.085
130.000,0.085
131.000,0.084
132.000,0.083
133.000,0.083
134.000,0.082
135.000,0.081
136.000,0.081
137.000,0.080
138.000,0.080
139.000,0.081
140.000,0.077
141.000,0.076
142.000,0.075
143.000,0.073
144.000,0.072
145.000,0.073
146.000,0.074
147.000,0.074
148.000,0.075
149.000,0.076
150.000,0.077
151.000,0.078
152.000,0.079
153.000,0.080
154.000,0.081
155.000,0.082
156.000,0.083
157.000,0.084
158.000,0.084
159.000,0.085
160.000,0.085
161.000,0.082
162.000,0.083
163.000,0.085
164.000,0.087
165.000,0.089
166.000,0.090
167.000,0.092
168.000,0.094
169.000,0.093
170.000,0.094
171.000,0.095
172.000,0.097
173.000,0.100
174.000,0.101
175.000,0.101
176.000,0.102
177.000,0.102
178.000,0.103
179.000,0.104
180.000,0.103
181.000,0.104
182.000,0.103
183.000,0.104
184.000,0.106
185.000,0.108
186.000,0.108
187.000,0.107
188.000,0.107
189.000,0.104
190.000,0.105
191.000,0.108
192.000,0.109
193.000,0.109
194.000,0.111
195.000,0.112
196.000,0.116
197.000,0.117
198.000,0.113
199.000,0.116
200.000,0.117
201.000,0.114
202.000,0.115
203.000,0.120
204.000,0.124
205.000,0.126
206.000,0.127
207.000,0.123
208.000,0.120
209.000,0.119
210.000,0.120
211.000,0.118
212.000,0.120
213.000,0.123
214.000,0.124
215.000,0.121
216.000,0.120
217.000,0.117
218.000,0.117
219.000,0.116
220.000,0.112
221.000,0.111
222.000,0.111
223.000,0.112
224.000,0.111
225.000,0.109
226.000,0.109
227.000,0.109
228.000,0.107
229.000,0.101
230.000,0.100
231.000,0.100
232.000,0.100
233.000,0.100
234.000,0.100
235.000,0.100
236.000,0.097
237.000,0.095
238.000,0.098
239.000,0.096
240.000,0.095
241.000,0.094
242.000,0.092
243.000,0.093
244.000,0.094
245.000,0.092
246.000,0.094
247.000,0.094
248.000,0.092
249.000,0.093
250.000,0.099
