7.888,1.121
7.888,1.121
7.888,1.121
7.888,1.121
7.888,1.121
7.888,1.121
7.888,1.121
7.888,1.121
7.888,1.121
7.888,1.121
7.888,1.121
7.888,1.121
7.888,1.121
7.888,1.121
7.888,1.121
7.888,1.121
9.116,1.190
11.726,1.298
13.853,1.355
16.067,1.397
16.158,1.399
16.697,1.407
18.198,1.426
18.198,1.426
18.198,1.426
18.198,1.426
18.198,1.426
18.198,1.426
18.198,1.426
18.198,1.426
17.280,1.425
15.018,1.405
11.765,1.350
4.898,0.999
-0.899,-0.060
-9.631,-1.132
-12.607,-1.248
-14.805,-1.304
-17.183,-1.347
-17.331,-1.350
-17.650,-1.354
-17.650,-1.354
-17.650,-1.354
-17.650,-1.354
-17.650,-1.354
-17.650,-1.354
-17.650,-1.354
-14.939,-1.338
-9.037,-1.196
-2.899,-0.687
6.370,0.994
12.498,1.321
16.787,1.408
17.280,1.415
18.703,1.432
18.924,1.434
19.039,1.435
19.681,1.441
19.716,1.442
19.716,1.442
19.716,1.442
19.716,1.442
19.716,1.442
19.716,1.442
19.645,1.442
19.377,1.442
18.713,1.441
17.681,1.435
14.470,1.403
10.655,1.322
6.280,1.117
0.480,0.260
0.240,0.203
-6.118,-0.879
-6.118,-0.879
-8.715,-1.081
-10.453,-1.170
-10.453,-1.170
-10.453,-1.170
-10.453,-1.170
-10.453,-1.170
-10.453,-1.170
-9.021,-1.153
-8.553,-1.137
-4.426,-0.865
-1.398,-0.428
1.019,0.084
1.019,0.084
6.334,0.990
6.334,0.990
7.633,1.098
7.633,1.098
7.633,1.098
7.633,1.098
7.633,1.098
7.633,1.098
7.633,1.098
7.633,1.098
7.633,1.098
7.633,1.098
